Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Chad,TCD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,193.71028107797,160.797233826476,140.404569693685,143.027709443979,159.849119653017,184.839126716528,179.234726315613,190.062903301241,238.452741743296,222.785810903101,260.801609437645,276.408948564388,265.554955538835,192.275641870814,149.291531829699,172.028140980227,184.893085532947,171.811737852331,191.353991223444,166.182830410905,141.178409380588,173.412239958023,185.233793643103,196.345105521694,231.198963430759,358.791778496463,392.905420251882,466.533279439626,518.218423757595,598.529662249155,658.041636908063,697.358050265594,701.455070214487,712.286199805534,774.064300545246,598.270584412004,521.899615455284,472.59415206713,527.843534595948,513.196577840344
Chad,TCD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,211.279555414705,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369
Mali,MLI,"Population, total",SP.POP.TOTL,7372581,7532864,7696349,7863944,8030099,8187651,8334588,8474329,8617474,8774122,8945026,9123969,9310572,9506510,9711797,9921094,10131906,10359301,10620475,10916993,11239101,11583824,11952660,12342165,12751995,13180551,13623541,14080912,14551117,15032635,15529181,16039734,16514687,17004033,17551814,18112907,18700106,19311355,19934298,20567424
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1759691186.39993,1538972424.36635,1333754224.99949,1297765325.90273,1232932104.07276,1392196047.99695,1852163453.15326,2090629986.97643,2169040603.19394,2181821909.27892,2681912148.69842,2724131458.26216,2830673378.13006,2818281085.08646,2081846497.74648,2706425157.39397,2780422049.21204,2697105823.4661,2920358710.50646,3440724709.59258,2961484953.86444,3468337942.32063,3908121307.01957,4714071979.68835,5454249125.72966,6247515888.14533,6905934217.90901,8156468826.12645,9838403100.50554,10231962390.2119,10689168016.2613,12995112690.2596,12442035339.1049,13242690786.0938,14364937124.0727,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055,17280250810.0321
Mali,MLI,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,..,..,..,..,..,..,..,..,..,..,7.60211265142119,-5.81605729864165,0.738816824028547,3.23509415515973,39.5623519084172,15.8089838973553,-1.65211919636276,5.58019782996804,1.73957502877444,-3.2149190917318,-0.619727920385017,4.67836208273651,3.51288172290896,-7.59428426979656,3.59862414352318,7.50171013084201,4.64687336088652,4.55504607669634,7.27636764178463,4.6359321620512,4.36499973505229,12.1828901287918,4.60540762762535,0.652631802447871,1.26864344003421,2.88350937506129,1.35112231370481,1.93427321118722,1.4579639111606,1.93054206895806
Mali,MLI,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.940459277259365,1.38329170602435,1.49389510147782,1.5997847049018,2.54766018789971,3.88612837644957,3.37487923826233,3.35596140782192,3.649164357013,3.18946078981298,2.54421190078615,1.66535018018955,2.07140744975318,2.79104601173932,4.28436855955423,3.26283284847506,4.26408107641963,3.20929094558894,2.85822469886776,3.13744248210542,3.1978324645884,2.43215628835567,2.22162474528626,1.67100383361524,1.86195780111246,1.64089927693789,1.26903820259599,0.810639897361826,0.725691836386013,0.701426159316062,0.671407990347857,0.561941125133903,0.503715243541634,0.863350263638275,0.779564277499357,0.887158109284754,0.973154993759452,1.09476072207239,1.09975117170693,1.27354705905012
Mali,MLI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,216.779855994264,183.97256862747,152.943339600426,147.987287914198,138.26110740379,157.048700141393,205.33607615085,228.847115952413,230.423209284235,230.467947465981,275.934864248082,276.383824310385,282.063941602414,277.226798119615,191.098190972586,245.256996411773,246.837533373955,230.12632365303,241.841487860305,285.856168554918,235.876140475121,258.391672676839,269.285484732318,332.584838458642,372.207111945104,415.201577887287,426.80022070152,482.080981255615,573.017426848673,564.871871254734,578.4053441735,672.987481591983,600.683478610461,641.729845106258,699.664046642666,620.000210456069,641.249280141022,684.825797742287,735.808588469471,711.910861057447
Mali,MLI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,211.279555414705,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,3367477,3437108,3509197,3585773,3666262,3749419,3842917,3947865,4056215,4159163,4325388,4378169,4301566,4295689,4314953,4324149,4347370,4405028,4449975,4475145,4584067,4857096,5140113,5350907,5533329,5683334,5809774,5939163,6090860,6259842,6436698,6612385,6788587,6964859,7140688,7314773,7493913,7677565,7861281,8046828
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1100476190.47619,1114926660.91458,1294995964.48749,995278514.588859,1087450199.20319,856890498.625834,490181456.62441,660106321.417031,1055083945.37738,932974411.917142,649644097.566129,780098205.215036,679997997.597116,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1074851475.17873,1236235826.58409,1369685676.56203,1430217080.66487,1627058424.93809,1862116290.541,2126679543.58623,2451896435.20157,2419014960.19967,2578159803.94597,2932274309.3957,3789251613.36066,4920343316.87093,5015180725.3416,4252029353.82191,3862721266.02162,3719443418.26155,4085114387.55605,4076578698.79107
Sierra Leone,SLE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,..,..,..,..,..,..,..,..,..,..,70.5915492458487,128.761666613631,82.023579840279,26.7363212387903,25.0620437520758,33.5979877376705,29.5804868075411,2.25276836625179,23.775122880697,17.1938519293377,3.28114136455646,71.3519572034367,-3.93416695179114,13.1976867095312,12.8264525018684,16.6157673909282,12.4929903115551,6.60201902152011,9.21371748562095,8.54807025803485,17.4339236484559,17.295115700525,12.0412149954104,6.9591497150643,1.79536394969367,19.6403375168796,5.85170897389122,8.95600062684576,14.0105639435605,7.70278499631038
Sierra Leone,SLE,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,7.08423316016905,6.98904830483236,3.22761926064596,3.50119372013227,4.18224588708942,2.87548742464142,13.4463488837773,2.60296509811447,1.85337945346829,0.842948578178473,3.67030123876315,2.13748961428864,5.72771842488756,4.31896569593588,19.9061834356759,10.1321266406208,7.22510599889361,1.88283795777886,4.01663575225981,4.73938043592661,7.74187511478691,9.05748803256675,1.28379660321502,1.3875661293624,1.56453493009917,1.13834029567219,1.53578431179045,0.471362324853416,0.218879102300855,0.298133436100439,0.445562841375761,0.614139527293216,0.603767254541352,0.560761060274124,0.719280017932726,1.22665760232157,0.978823762886356,1.56943141047308,1.5126061102356,1.84730206228383
Sierra Leone,SLE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,262.161780131831,263.165713280698,296.898557289004,223.508188624662,247.735060201152,192.001865773697,87.8210561126079,138.798431172974,208.048389175293,176.668041067356,102.514324645516,132.461480200684,109.525651889743,141.238301865781,152.883461189238,146.106125509137,165.455245121961,147.29416881085,102.270786199824,115.731090621254,106.98098195474,187.836781785448,204.020603651692,206.277016974451,212.168959850278,239.318319955019,273.081858312585,322.4512097104,378.101300519505,362.416010110501,347.659948492168,375.200753062574,504.362832383751,622.532448798134,601.660082951553,488.239307698959,357.905233694917,396.503271101758,420.308605683922,440.943205771954
Sierra Leone,SLE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.00104979764914154,0.00115909847113534,0.0012386504266874,0.00188533016350482,0.00250994999958333,0.0050941625,0.01609213333325,0.034042525,0.0325140833333333,0.0598127583333333,0.151445833333333,0.295344166666667,0.499441833333333,0.567458583333333,0.586739708333333,0.755215833333333,0.9207325,0.9814825,1.563618,1.804195,2.092125,1.98615416666667,2.09903386575,2.34794166666667,2.70129666666667,2.8895875,2.96190916666667,2.98518583333333,2.981515,3.38565,3.97808666666667,4.34916166666667,4.34403666666667,4.33250083333333,4.52415916666667,5.0807475,6.29029741495228,7.38443222248692,7.93163174973728,9.01022114400915
Rwanda,RWA,"Population, total",SP.POP.TOTL,5247532,5441966,5652900,5859396,6056729,6266752,6497804,6735829,6953975,7141974,7319962,7485681,7657208,7904740,6732665,5686897,6715510,7666732,7914645,8009587,8109989,8223941,8372306,8567992,8791853,9026299,9270066,9523168,9781996,10043737,10309031,10576932,10840334,11101350,11368451,11642959,11930899,12230339,12531808,12835028
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1254765641.52116,1407062526.91521,1407243139.2545,1479687586.94292,1587413083.9206,1715626330.59472,1944710683.87148,2157432667.61598,2395492686.78165,2405022593.05165,2550185679.08109,1911600236.67461,2029026961.55894,1971525711.83511,753636370.454545,1293535193.49248,1382334879.40812,1851558197.31088,1989343546.17594,2157240525.97173,2068955252.83541,1966719933.25386,1966111528.56793,2138354521.02184,2376642785.76983,2933999088.59914,3319974269.10464,4070746222.26691,5180228095.99803,5674899033.27806,6125216482.26839,6885492660.83242,7655465589.74669,7820741499.0814,8239766320.0954,8544621756.79813,8696069807.42495,9252834120.39358,9636254325.02444,10346326599.029
Rwanda,RWA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,..,..,..,..,..,..,..,..,..,..,13.4614689148494,14.9789364261675,7.28328316123157,13.8705025888001,17.191302907218,51.2665830497826,10.9214157534778,15.6215024476197,2.22820064781288,-3.5161,3.2749984417062,-0.392278513828032,-5.22774299535132,20.3612952703693,11.0956779678482,9.03074056775924,2.46119067549569,12.9362020411462,14.455588182719,7.14788622703996,3.18725433037844,7.19243882039926,4.72365409571518,2.69046918957152,4.7321283467177,0.486320236768691,5.0291467499828,8.14156424910684,-0.638376649767352,2.44532262071142
Rwanda,RWA,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,0.605591109189989,0.586755231240298,0.517019820263913,0.626469459778041,0.795395671787138,1.04877687689052,1.03021288542483,1.11236896596773,0.952989137339483,1.20976703224504,0.827296874916787,1.22950813369223,1.05263257270823,1.09933595251696,0.557675049499681,1.55820499898979,1.28582216849517,1.21120748831585,1.05403922792537,1.52738724111166,1.77289981943463,1.05534216510437,0.973980119468675,1.0605983687881,1.14104343798116,0.971499866465907,0.813510611577047,0.581921488442652,0.930396517114602,0.700587000784379,0.855299868686614,0.68059784329249,1.13003196557569,1.42075330189731,2.10509413908064,2.20323859241891,2.62763057256157,2.73046218992837,2.8309628481717,3.25029303743422
Rwanda,RWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,208.279500883114,237.104596429814,221.31600753267,230.876646638947,238.795747440721,248.895854644869,265.758016529041,285.072221619118,305.531257647229,295.187752371448,304.55086536097,217.90286471794,227.037190112247,214.369540175612,79.5137098908897,176.224778009755,158.698607623808,190.640351883983,199.105440654768,225.563228699216,217.018832325028,201.842430795341,197.030983700796,201.40385125232,223.466083531044,273.66235989388,303.931010258813,359.657393469809,429.997299155919,461.83443652241,486.998027097094,532.070293426235,573.35986302788,567.956568024814,581.37345656396,596.9906779161,587.268003662263,600.349104186357,617.92227920082,652.573605709965
Rwanda,RWA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,86.063879888,87.1603050389567,93.0599674389567,96.09393524729,100.232891523645,101.244670649548,87.5909168166667,79.4606499916667,76.4477377333333,80.148978175,83.7040975583333,125.1642483,133.938583325,144.237020537225,140.703847467575,262.1822632586,306.82,301.529816666667,312.314091666667,333.941925,389.696216666667,442.991891666667,475.365241666667,537.65498475,577.448974583333,557.82264075,551.710333333333,546.955,546.848653166667,568.281326833333,583.130906583333,600.30651975,614.295142416667,646.6359745,682.4377953875,719.8595555,787.25152175,831.55433975,861.093412166667,899.350509
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,718586,742846,768272,795563,824798,855958,888980,923914,960837,999732,1040616,1083536,1127152,1168309,1205882,1242155,1279070,1317002,1356189,1396499,1437539,1479449,1522223,1566257,1612225,1660368,1711294,1764883,1820542,1878119,1937275,1998212,2061014,2124869,2189019,2253133,2317206,2381182,2444916,2508883
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,241083090.303623,218767743.459101,216050552.301584,213448584.936945,177340880.086204,225726358.890914,185646986.824927,220626484.224811,266672211.934161,284120329.401023,317083695.477797,690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994
